aoi,cache,whittle,V,policy
253,1,-0.00037252530455589294,-2629.9999999999986,0
254,0,9.999696750193834,-2539.9999999999986,1
254,1,-0.00037252530455589294,-2639.9999999999986,0
255,0,9.999696750193834,-2549.9999999999986,1
255,1,-0.00037252530455589294,-2649.9999999999986,0
256,0,9.999696750193834,-2559.9999999999986,1
256,1,-0.00037252530455589294,-2659.9999999999986,0
257,0,9.999696750193834,-2569.9999999999986,1
257,1,-0.00037252530455589294,-2669.9999999999986,0
258,0,97.65564596280456,-2579.9999999999986,1
258,1,-0.00037252530455589294,-2679.9999999999986,0
259,0,9.999696750193834,-2589.9999999999986,1
259,1,-0.00037252530455589294,-2689.9999999999986,0
260,0,12.302648182958364,-2599.9999999999986,1
260,1,-0.00037252530455589294,-2699.9999999999986,0
261,0,9.999696750193834,-2609.9999999999986,1
261,1,-0.00037252530455589294,-2709.9999999999986,0
262,0,9.999696750193834,-2619.9999999999986,1
262,1,-0.00037252530455589294,-2719.9999999999986,0
263,0,9.999696750193834,-2629.9999999999986,1
263,1,-0.00037252530455589294,-2729.9999999999986,0
264,0,9.999696750193834,-2639.9999999999986,1
264,1,-0.00037252530455589294,-2739.9999999999986,0
265,0,9.999696750193834,-2649.9999999999986,1
265,1,-0.00037252530455589294,-2749.9999999999986,0
266,0,61.0378986261785,-2659.9999999999986,1
266,1,-0.00037252530455589294,-2759.9999999999986,0
267,0,97.65564596280456,-2669.9999999999986,1
267,1,-0.00037252530455589294,-2769.9999999999986,0
268,0,12.210261907428503,-2679.9999999999986,1
268,1,-0.00037252530455589294,-2779.9999999999986,0
269,0,98.03711187466979,-2689.9999999999986,1
269,1,-0.00037252530455589294,-2789.9999999999986,0
270,0,9.999696750193834,-2699.9999999999986,1
270,1,-0.00037252530455589294,-2799.9999999999986,0
271,0,97.65564596280456,-2709.9999999999986,1
271,1,-0.00037252530455589294,-2809.9999999999986,0
272,0,48.830989446491,-2719.9999999999986,1
272,1,-0.00037252530455589294,-2819.9999999999986,0
273,0,9.999696750193834,-2729.9999999999986,1
273,1,-0.00037252530455589294,-2829.9999999999986,0
274,0,97.65564596280456,-2739.9999999999986,1
274,1,-0.00037252530455589294,-2839.9999999999986,0
275,0,9.999696750193834,-2749.9999999999986,1
275,1,-0.00037252530455589294,-2849.9999999999986,0
276,0,10.002676952630281,-2759.9999999999986,1
276,1,-0.00037252530455589294,-2859.9999999999986,0
277,0,9.999696750193834,-2769.9999999999986,1
277,1,-0.00037252530455589294,-2869.9999999999986,0
278,0,9.999696750193834,-2779.9999999999986,1
278,1,-0.00037252530455589294,-2879.9999999999986,0
279,0,9.999696750193834,-2789.9999999999986,1
279,1,-0.00037252530455589294,-2889.9999999999986,0
280,0,9.999696750193834,-2799.9999999999986,1
280,1,-0.00037252530455589294,-2899.9999999999986,0
281,0,10.681418057531118,-2809.9999999999986,1
281,1,-0.00037252530455589294,-2909.9999999999986,0
282,0,10.007892306894064,-2819.9999999999986,1
282,1,-0.00037252530455589294,-2919.9999999999986,0
283,0,97.67948758229613,-2829.9999999999986,1
283,1,-0.00037252530455589294,-2929.9999999999986,0
284,0,73.43256055936217,-2839.9999999999986,1
284,1,-0.00037252530455589294,-2939.9999999999986,0
285,0,9.999696750193834,-2849.9999999999986,1
285,1,-0.00037252530455589294,-2949.9999999999986,0
286,0,9.999696750193834,-2859.9999999999986,1
286,1,-0.00037252530455589294,-2959.9999999999986,0
287,0,9.999696750193834,-2869.9999999999986,1
287,1,-0.00037252530455589294,-2969.9999999999986,0
288,0,12.207281704992056,-2879.9999999999986,1
288,1,-0.00037252530455589294,-2979.9999999999986,0
289,0,97.65564596280456,-2889.9999999999986,1
289,1,-0.00037252530455589294,-2989.9999999999986,0
290,0,10.681418057531118,-2899.9999999999986,1
290,1,-0.00037252530455589294,-2999.9999999999986,0
291,0,12.207281704992056,-2909.9999999999986,1
291,1,-0.00037252530455589294,-3009.9999999999986,0
292,0,9.999696750193834,-2919.9999999999986,1
292,1,-0.00037252530455589294,-3019.9999999999986,0
293,0,9.999696750193834,-2929.9999999999986,1
293,1,-0.00037252530455589294,-3029.9999999999986,0
294,0,9.999696750193834,-2939.9999999999986,1
294,1,-0.00037252530455589294,-3039.9999999999986,0
295,0,10.115179594606161,-2949.9999999999986,1
295,1,-0.00037252530455589294,-3049.9999999999986,0
296,0,10.396063674241304,-2959.9999999999986,1
296,1,-0.00037252530455589294,-3059.9999999999986,0
297,0,10.00193190202117,-2969.9999999999986,1
297,1,-0.00037252530455589294,-3069.9999999999986,0
298,0,10.013852711766958,-2979.9999999999986,1
298,1,-0.00037252530455589294,-3079.9999999999986,0
299,0,9.999696750193834,-2989.9999999999986,1
299,1,-0.00037252530455589294,-3089.9999999999986,0
300,0,10.299952145665884,-2999.9999999999986,1
300,1,-0.00037252530455589294,-3099.9999999999986,0
301,0,9.999696750193834,-3009.9999999999986,1
301,1,-0.00037252530455589294,-3109.9999999999986,0
302,0,9.999696750193834,-3019.9999999999986,1
302,1,-0.00037252530455589294,-3119.9999999999986,0
303,0,97.65564596280456,-3029.9999999999986,1
303,1,-0.00037252530455589294,-3129.9999999999986,0
304,0,9.999696750193834,-3039.9999999999986,1
304,1,-0.00037252530455589294,-3139.9999999999986,0
305,0,9.999696750193834,-3049.9999999999986,1
305,1,-0.00037252530455589294,-3149.9999999999986,0
306,0,10.013852711766958,-3059.9999999999986,1
306,1,-0.00037252530455589294,-3159.9999999999986,0
307,0,24.414190884679556,-3069.9999999999986,1
307,1,-0.00037252530455589294,-3169.9999999999986,0
308,0,9.999696750193834,-3079.9999999999986,1
308,1,-0.00037252530455589294,-3179.9999999999986,0
309,0,10.299952145665884,-3089.9999999999986,1
309,1,-0.00037252530455589294,-3189.9999999999986,0
310,0,48.828009244054556,-3099.9999999999986,1
310,1,-0.00037252530455589294,-3199.9999999999986,0
311,0,97.65564596280456,-3109.9999999999986,1
311,1,-0.00037252530455589294,-3209.9999999999986,0
312,0,61.034918423742056,-3119.9999999999986,1
312,1,-0.00037252530455589294,-3219.9999999999986,0
313,0,73.24182760342956,-3129.9999999999986,1
313,1,-0.00037252530455589294,-3229.9999999999986,0
314,0,9.999696750193834,-3139.9999999999986,1
314,1,-0.00037252530455589294,-3239.9999999999986,0
315,0,12.207281704992056,-3149.9999999999986,1
315,1,-0.00037252530455589294,-3249.9999999999986,0
316,0,10.884071823209524,-3159.9999999999986,1
316,1,-0.00037252530455589294,-3259.9999999999986,0
317,0,10.001186851412058,-3169.9999999999986,1
317,1,-0.00037252530455589294,-3269.9999999999986,0
318,0,9.999696750193834,-3179.9999999999986,1
318,1,-0.00037252530455589294,-3279.9999999999986,0
319,0,9.999696750193834,-3189.9999999999986,1
319,1,-0.00037252530455589294,-3289.9999999999986,0
320,0,24.426111694425344,-3199.9999999999986,1
320,1,-0.00037252530455589294,-3299.9999999999986,0
321,0,9.999696750193834,-3209.9999999999986,1
321,1,-0.00037252530455589294,-3309.9999999999986,0
322,0,12.20877180621028,-3219.9999999999986,1
322,1,-0.00037252530455589294,-3319.9999999999986,0
323,0,9.999696750193834,-3229.9999999999986,1
323,1,-0.00037252530455589294,-3329.9999999999986,0
324,0,9.999696750193834,-3239.9999999999986,1
324,1,-0.00037252530455589294,-3339.9999999999986,0
325,0,9.999696750193834,-3249.9999999999986,1
325,1,-0.00037252530455589294,-3349.9999999999986,0
326,0,97.65564596280456,-3259.9999999999986,1
326,1,-0.00037252530455589294,-3359.9999999999986,0
327,0,10.395318623632193,-3269.9999999999986,1
327,1,-0.00037252530455589294,-3369.9999999999986,0
328,0,9.999696750193834,-3279.9999999999986,1
328,1,-0.00037252530455589294,-3379.9999999999986,0
329,0,9.999696750193834,-3289.9999999999986,1
329,1,-0.00037252530455589294,-3389.9999999999986,0
330,0,9.999696750193834,-3299.9999999999986,1
330,1,-0.00037252530455589294,-3399.9999999999986,0
331,0,9.999696750193834,-3309.9999999999986,1
331,1,-0.00037252530455589294,-3409.9999999999986,0
332,0,73.33719408139586,-3319.9999999999986,1
332,1,-0.00037252530455589294,-3419.9999999999986,0
333,0,12.593217920511961,-3329.9999999999986,1
333,1,-0.00037252530455589294,-3429.9999999999986,0
334,0,10.109219189733267,-3339.9999999999986,1
334,1,-0.00037252530455589294,-3439.9999999999986,0
335,0,9.999696750193834,-3349.9999999999986,1
335,1,-0.00037252530455589294,-3449.9999999999986,0
336,0,10.681418057531118,-3359.9999999999986,1
336,1,-0.00037252530455589294,-3459.9999999999986,0
337,0,9.999696750193834,-3369.9999999999986,1
337,1,-0.00037252530455589294,-3469.9999999999986,0
338,0,9.999696750193834,-3379.9999999999986,1
338,1,-0.00037252530455589294,-3479.9999999999986,0
339,0,9.999696750193834,-3389.9999999999986,1
339,1,-0.00037252530455589294,-3489.9999999999986,0
340,0,9.999696750193834,-3399.9999999999986,1
340,1,-0.00037252530455589294,-3499.9999999999986,0
341,0,10.69482896849513,-3409.9999999999986,1
341,1,-0.00037252530455589294,-3509.9999999999986,0
342,0,9.999696750193834,-3419.9999999999986,1
342,1,-0.00037252530455589294,-3519.9999999999986,0
343,0,9.999696750193834,-3429.9999999999986,1
343,1,-0.00037252530455589294,-3529.9999999999986,0
344,0,97.65564596280456,-3439.9999999999986,1
344,1,-0.00037252530455589294,-3539.9999999999986,0
345,0,9.999696750193834,-3449.9999999999986,1
345,1,-0.00037252530455589294,-3549.9999999999986,0
346,0,9.999696750193834,-3459.9999999999986,1
346,1,-0.00037252530455589294,-3559.9999999999986,0
347,0,9.999696750193834,-3469.9999999999986,1
347,1,-0.00037252530455589294,-3569.9999999999986,0
348,0,10.00193190202117,-3479.9999999999986,1
348,1,-0.00037252530455589294,-3579.9999999999986,0
349,0,24.414190884679556,-3489.9999999999986,1
349,1,-0.00037252530455589294,-3589.9999999999986,0
350,0,9.999696750193834,-3499.9999999999986,1
350,1,-0.00037252530455589294,-3599.9999999999986,0
351,0,9.999696750193834,-3509.9999999999986,1
351,1,-0.00037252530455589294,-3609.9999999999986,0
352,0,9.999696750193834,-3519.9999999999986,1
352,1,-0.00037252530455589294,-3619.9999999999986,0
353,0,24.414190884679556,-3529.9999999999986,1
353,1,-0.00037252530455589294,-3629.9999999999986,0
354,0,9.999696750193834,-3539.9999999999986,1
354,1,-0.00037252530455589294,-3639.9999999999986,0
355,0,24.414190884679556,-3549.9999999999986,1
355,1,-0.00037252530455589294,-3649.9999999999986,0
356,0,9.999696750193834,-3559.9999999999986,1
356,1,-0.00037252530455589294,-3659.9999999999986,0
357,0,10.109219189733267,-3569.9999999999986,1
357,1,-0.00037252530455589294,-3669.9999999999986,0
358,0,24.414190884679556,-3579.9999999999986,1
358,1,-0.00037252530455589294,-3679.9999999999986,0
359,0,11.062883969396353,-3589.9999999999986,1
359,1,-0.00037252530455589294,-3689.9999999999986,0
360,0,9.999696750193834,-3599.9999999999986,1
360,1,-0.00037252530455589294,-3699.9999999999986,0
361,0,9.999696750193834,-3609.9999999999986,1
361,1,-0.00037252530455589294,-3709.9999999999986,0
362,0,12.25496494397521,-3619.9999999999986,1
362,1,-0.00037252530455589294,-3719.9999999999986,0
363,0,10.000441800802946,-3629.9999999999986,1
363,1,-0.00037252530455589294,-3729.9999999999986,0
364,0,9.999696750193834,-3639.9999999999986,1
364,1,-0.00037252530455589294,-3739.9999999999986,0
365,0,97.658626165241,-3649.9999999999986,1
365,1,-0.00037252530455589294,-3749.9999999999986,0
366,0,10.681418057531118,-3659.9999999999986,1
366,1,-0.00037252530455589294,-3759.9999999999986,0
367,0,10.013852711766958,-3669.9999999999986,1
367,1,-0.00037252530455589294,-3769.9999999999986,0
368,0,10.000441800802946,-3679.9999999999986,1
368,1,-0.00037252530455589294,-3779.9999999999986,0
369,0,10.109219189733267,-3689.9999999999986,1
369,1,-0.00037252530455589294,-3789.9999999999986,0
370,0,9.999696750193834,-3699.9999999999986,1
370,1,-0.00037252530455589294,-3799.9999999999986,0
371,0,10.311872955411673,-3709.9999999999986,1
371,1,-0.00037252530455589294,-3809.9999999999986,0
372,0,9.999696750193834,-3719.9999999999986,1
372,1,-0.00037252530455589294,-3819.9999999999986,0
373,0,12.25496494397521,-3729.9999999999986,1
373,1,-0.00037252530455589294,-3829.9999999999986,0
374,0,9.999696750193834,-3739.9999999999986,1
374,1,-0.00037252530455589294,-3839.9999999999986,0
375,0,9.999696750193834,-3749.9999999999986,1
375,1,-0.00037252530455589294,-3849.9999999999986,0
376,0,97.65564596280456,-3759.9999999999986,1
376,1,-0.00037252530455589294,-3859.9999999999986,0
377,0,24.414190884679556,-3769.9999999999986,1
377,1,-0.00037252530455589294,-3869.9999999999986,0
378,0,9.999696750193834,-3779.9999999999986,1
378,1,-0.00037252530455589294,-3879.9999999999986,0
379,0,10.681418057531118,-3789.9999999999986,1
379,1,-0.00037252530455589294,-3889.9999999999986,0
380,0,9.999696750193834,-3799.9999999999986,1
380,1,-0.00037252530455589294,-3899.9999999999986,0
381,0,48.828009244054556,-3809.9999999999986,1
381,1,-0.00037252530455589294,-3909.9999999999986,0
382,0,9.999696750193834,-3819.9999999999986,1
382,1,-0.00037252530455589294,-3919.9999999999986,0
383,0,10.00193190202117,-3829.9999999999986,1
383,1,-0.00037252530455589294,-3929.9999999999986,0
384,0,9.999696750193834,-3839.9999999999986,1
384,1,-0.00037252530455589294,-3939.9999999999986,0
385,0,11.062883969396353,-3849.9999999999986,1
385,1,-0.00037252530455589294,-3949.9999999999986,0
386,0,9.999696750193834,-3859.9999999999986,1
386,1,-0.00037252530455589294,-3959.9999999999986,0
387,0,9.999696750193834,-3869.9999999999986,1
387,1,-0.00037252530455589294,-3969.9999999999986,0
388,0,10.019813116639853,-3879.9999999999986,1
388,1,-0.00037252530455589294,-3979.9999999999986,0
389,0,9.999696750193834,-3889.9999999999986,1
389,1,-0.00037252530455589294,-3989.9999999999986,0
390,0,10.013852711766958,-3899.9999999999986,1
390,1,-0.00037252530455589294,-3999.9999999999986,0
391,0,9.999696750193834,-3909.9999999999986,1
391,1,-0.00037252530455589294,-4009.9999999999986,0
392,0,10.299952145665884,-3919.9999999999986,1
392,1,-0.00037252530455589294,-4019.9999999999986,0
393,0,9.999696750193834,-3929.9999999999986,1
393,1,-0.00037252530455589294,-4029.9999999999986,0
394,0,9.999696750193834,-3939.9999999999986,1
394,1,-0.00037252530455589294,-4039.9999999999986,0
395,0,24.414190884679556,-3949.9999999999986,1
395,1,-0.00037252530455589294,-4049.9999999999986,0
396,0,9.999696750193834,-3959.9999999999986,1
396,1,-0.00037252530455589294,-4059.9999999999986,0
397,0,9.999696750193834,-3969.9999999999986,1
397,1,-0.00037252530455589294,-4069.9999999999986,0
398,0,9.999696750193834,-3979.9999999999986,1
398,1,-0.00037252530455589294,-4079.9999999999986,0
399,0,9.999696750193834,-3989.9999999999986,1
399,1,-0.00037252530455589294,-4089.9999999999986,0
400,0,9.999696750193834,-3999.9999999999986,1
400,1,-0.00037252530455589294,-4099.999999999998,0
401,0,9.999696750193834,-4009.9999999999986,1
401,1,-0.00037252530455589294,-4109.999999999998,0
402,0,9.999696750193834,-4019.9999999999986,1
402,1,-0.00037252530455589294,-4119.999999999998,0
403,0,10.00193190202117,-4029.9999999999986,1
403,1,-0.00037252530455589294,-4129.999999999998,0
404,0,9.999696750193834,-4039.9999999999986,1
404,1,-0.00037252530455589294,-4139.999999999998,0
405,0,10.681418057531118,-4049.9999999999986,1
405,1,-0.00037252530455589294,-4149.999999999998,0
406,0,9.999696750193834,-4059.9999999999986,1
406,1,-0.00037252530455589294,-4159.999999999998,0
407,0,9.999696750193834,-4069.9999999999986,1
407,1,-0.00037252530455589294,-4169.999999999998,0
408,0,9.999696750193834,-4079.9999999999986,1
408,1,-0.00037252530455589294,-4179.999999999998,0
409,0,36.621100064367056,-4089.9999999999986,1
409,1,-0.00037252530455589294,-4189.999999999998,0
410,0,10.000441800802946,-4099.9999999999945,1
410,1,-0.00037252530455589294,-4199.999999999998,0
411,0,13.733145352452993,-4109.9999999999945,1
411,1,-0.00037252530455589294,-4209.999999999998,0
412,0,97.65564596280456,-4119.9999999999945,1
412,1,-0.00037252530455589294,-4219.999999999998,0
413,0,9.999696750193834,-4129.9999999999945,1
413,1,-0.00037252530455589294,-4229.999999999998,0
414,0,10.0227933190763,-4139.9999999999945,1
414,1,-0.00037252530455589294,-4239.999999999998,0
415,0,9.999696750193834,-4149.9999999999945,1
415,1,-0.00037252530455589294,-4249.999999999998,0
416,0,9.999696750193834,-4159.9999999999945,1
416,1,-0.00037252530455589294,-4259.999999999998,0
417,0,24.414190884679556,-4169.9999999999945,1
417,1,-0.00037252530455589294,-4269.999999999998,0
418,0,24.414190884679556,-4179.9999999999945,1
418,1,-0.00037252530455589294,-4279.999999999998,0
419,0,9.999696750193834,-4189.9999999999945,1
419,1,-0.00037252530455589294,-4289.999999999998,0
420,0,10.00193190202117,-4199.9999999999945,1
420,1,-0.00037252530455589294,-4299.999999999998,0
421,0,97.66756677255034,-4209.9999999999945,1
421,1,-0.00037252530455589294,-4309.999999999998,0
422,0,10.004912104457617,-4219.9999999999945,1
422,1,-0.00037252530455589294,-4319.999999999998,0
423,0,97.65564596280456,-4229.9999999999945,1
423,1,-0.00037252530455589294,-4329.999999999998,0
424,0,9.999696750193834,-4239.9999999999945,1
424,1,-0.00037252530455589294,-4339.999999999998,0
425,0,10.000441800802946,-4249.9999999999945,1
425,1,-0.00037252530455589294,-4349.999999999998,0
426,0,10.013852711766958,-4259.9999999999945,1
426,1,-0.00037252530455589294,-4359.999999999998,0
427,0,9.999696750193834,-4269.9999999999945,1
427,1,-0.00037252530455589294,-4369.999999999998,0
428,0,9.999696750193834,-4279.9999999999945,1
428,1,-0.00037252530455589294,-4379.999999999998,0
429,0,97.66160636767745,-4289.9999999999945,1
429,1,-0.00037252530455589294,-4389.999999999998,0
430,0,10.681418057531118,-4299.9999999999945,1
430,1,-0.00037252530455589294,-4399.999999999998,0
431,0,48.828009244054556,-4309.9999999999945,1
431,1,-0.00037252530455589294,-4409.999999999998,0
432,0,9.999696750193834,-4319.9999999999945,1
432,1,-0.00037252530455589294,-4419.999999999998,0
433,0,9.999696750193834,-4329.9999999999945,1
433,1,-0.00037252530455589294,-4429.999999999998,0
434,0,9.999696750193834,-4339.9999999999945,1
434,1,-0.00037252530455589294,-4439.999999999998,0
435,0,36.621100064367056,-4349.9999999999945,1
435,1,-0.00037252530455589294,-4449.999999999998,0
436,0,9.999696750193834,-4359.9999999999945,1
436,1,-0.00037252530455589294,-4459.999999999998,0
437,0,9.999696750193834,-4369.9999999999945,1
437,1,-0.00037252530455589294,-4469.999999999998,0
438,0,9.999696750193834,-4379.9999999999945,1
438,1,-0.00037252530455589294,-4479.999999999998,0
439,0,24.414190884679556,-4389.9999999999945,1
439,1,-0.00037252530455589294,-4489.999999999998,0
440,0,9.999696750193834,-4399.9999999999945,1
440,1,-0.00037252530455589294,-4499.999999999998,0
441,0,99.1822546608746,-4409.9999999999945,1
441,1,-0.00037252530455589294,-4509.999999999998,0
442,0,10.013852711766958,-4419.9999999999945,1
442,1,-0.00037252530455589294,-4519.999999999998,0
443,0,9.999696750193834,-4429.9999999999945,1
443,1,-0.00037252530455589294,-4529.999999999998,0
444,0,9.999696750193834,-4439.9999999999945,1
444,1,-0.00037252530455589294,-4539.999999999998,0
445,0,48.85185086354613,-4449.9999999999945,1
445,1,-0.00037252530455589294,-4549.999999999997,0
446,0,48.828009244054556,-4459.9999999999945,1
446,1,-0.00037252530455589294,-4559.999999999997,0
447,0,9.999696750193834,-4469.9999999999945,1
447,1,-0.00037252530455589294,-4569.999999999997,0
448,0,97.75101244077086,-4479.9999999999945,1
448,1,-0.00037252530455589294,-4579.999999999997,0
449,0,10.299952145665884,-4489.9999999999945,1
449,1,-0.00037252530455589294,-4589.999999999997,0
450,0,9.999696750193834,-4499.9999999999945,1
450,1,-0.00037252530455589294,-4599.999999999997,0
451,0,9.999696750193834,-4509.9999999999945,1
451,1,-0.00037252530455589294,-4609.999999999997,0
452,0,9.999696750193834,-4519.9999999999945,1
452,1,-0.00037252530455589294,-4619.999999999997,0
453,0,9.999696750193834,-4529.9999999999945,1
453,1,-0.00037252530455589294,-4629.999999999997,0
454,0,9.999696750193834,-4539.9999999999945,1
454,1,-0.00037252530455589294,-4639.999999999997,0
455,0,10.00193190202117,-4549.9999999999945,1
455,1,-0.00037252530455589294,-4649.999999999997,0
456,0,74.7676912508905,-4559.999999999997,1
456,1,-0.00037252530455589294,-4659.999999999997,0
457,0,9.999696750193834,-4569.999999999997,1
457,1,-0.00037252530455589294,-4669.999999999997,0
458,0,9.999696750193834,-4579.999999999997,1
458,1,-0.00037252530455589294,-4679.999999999997,0
459,0,10.109219189733267,-4589.999999999997,1
459,1,-0.00037252530455589294,-4689.999999999997,0
460,0,9.999696750193834,-4599.999999999997,1
460,1,-0.00037252530455589294,-4699.999999999997,0
461,0,9.999696750193834,-4609.999999999997,1
461,1,-0.00037252530455589294,-4709.999999999997,0
462,0,9.999696750193834,-4619.999999999997,1
462,1,-0.00037252530455589294,-4719.999999999997,0
463,0,10.015342812985182,-4629.999999999997,1
463,1,-0.00037252530455589294,-4729.999999999997,0
464,0,9.999696750193834,-4639.999999999997,1
464,1,-0.00037252530455589294,-4739.999999999997,0
465,0,9.999696750193834,-4649.999999999997,1
465,1,-0.00037252530455589294,-4749.999999999997,0
466,0,9.999696750193834,-4659.999999999997,1
466,1,-0.00037252530455589294,-4759.999999999997,0
467,0,9.999696750193834,-4669.999999999997,1
467,1,-0.00037252530455589294,-4769.999999999997,0
468,0,9.999696750193834,-4679.999999999997,1
468,1,-0.00037252530455589294,-4779.999999999997,0
469,0,9.999696750193834,-4689.999999999997,1
469,1,-0.00037252530455589294,-4789.999999999997,0
470,0,97.84637891873717,-4699.999999999997,1
470,1,-0.00037252530455589294,-4799.999999999997,0
471,0,10.681418057531118,-4709.999999999997,1
471,1,-0.00037252530455589294,-4809.999999999997,0
472,0,9.999696750193834,-4719.999999999997,1
472,1,-0.00037252530455589294,-4819.999999999997,0
473,0,12.207281704992056,-4729.999999999997,1
473,1,-0.00037252530455589294,-4829.999999999997,0
474,0,9.999696750193834,-4739.999999999997,1
474,1,-0.00037252530455589294,-4839.999999999997,0
475,0,9.999696750193834,-4749.999999999997,1
475,1,-0.00037252530455589294,-4849.999999999997,0
476,0,10.013852711766958,-4759.999999999997,1
476,1,-0.00037252530455589294,-4859.999999999997,0
477,0,10.000441800802946,-4769.999999999997,1
477,1,-0.00037252530455589294,-4869.999999999997,0
478,0,99.1815096102655,-4779.999999999997,1
478,1,-0.00037252530455589294,-4879.999999999997,0
479,0,9.999696750193834,-4789.999999999997,1
479,1,-0.00037252530455589294,-4889.999999999997,0
480,0,9.999696750193834,-4799.999999999997,1
480,1,-0.00037252530455589294,-4899.999999999997,0
481,0,48.839930053800344,-4809.999999999997,1
481,1,-0.00037252530455589294,-4909.999999999997,0
482,0,10.121139999479055,-4819.999999999997,1
482,1,-0.00037252530455589294,-4919.999999999997,0
483,0,24.414190884679556,-4829.999999999997,1
483,1,-0.00037252530455589294,-4929.999999999997,0
484,0,9.999696750193834,-4839.999999999997,1
484,1,-0.00037252530455589294,-4939.999999999997,0
485,0,9.999696750193834,-4849.999999999997,1
485,1,-0.00037252530455589294,-4949.999999999997,0
486,0,9.999696750193834,-4859.999999999997,1
486,1,-0.00037252530455589294,-4959.999999999997,0
487,0,10.109219189733267,-4869.999999999997,1
487,1,-0.00037252530455589294,-4969.999999999997,0
488,0,9.999696750193834,-4879.999999999997,1
488,1,-0.00037252530455589294,-4979.999999999997,0
489,0,9.999696750193834,-4889.999999999997,1
489,1,-0.00037252530455589294,-4989.999999999997,0
490,0,48.828009244054556,-4899.999999999997,1
490,1,-0.00037252530455589294,-4999.999999999997,0
491,0,9.999696750193834,-4909.999999999997,1
491,1,-0.00037252530455589294,-5009.999999999997,0
492,0,10.682908158749342,-4919.999999999997,1
492,1,-0.00037252530455589294,-5019.999999999997,0
493,0,9.999696750193834,-4929.999999999997,1
493,1,-0.00037252530455589294,-5029.999999999997,0
494,0,12.207281704992056,-4939.999999999997,1
494,1,-0.00037252530455589294,-5039.999999999997,0
495,0,9.999696750193834,-4949.999999999997,1
495,1,-0.00037252530455589294,-5049.999999999997,0
496,0,9.999696750193834,-4959.999999999997,1
496,1,-0.00037252530455589294,-5059.999999999997,0
497,0,9.999696750193834,-4969.999999999997,1
497,1,-0.00037252530455589294,-5069.999999999997,0
498,0,9.999696750193834,-4979.999999999997,1
498,1,-0.00037252530455589294,-5079.999999999997,0
499,0,9.999696750193834,-4989.999999999997,1
